virtual-best-changed-runtime,virtual-best-runtime,Tool,cvc5-runtime,z3-runtime,z3strRE-runtime,z3str4-runtime,ostrich-runtime
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.71
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.72
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.73
