cvc5+z3-runtime,Tool-runtime,cvc5-runtime,z3-runtime,z3strRE-runtime,z3str4-runtime,ostrich-runtime
0.0,0.0,0.0,0.0,0.0,0.0,66.92
0.0,0.0,0.0,0.0,0.0,0.0,68.63
0.0,0.0,0.0,0.0,0.0,0.0,70.33999999999999
0.0,0.01,0.0,0.0,0.0,0.0,72.04999999999998
0.0,0.02,0.0,0.0,0.0,0.0,73.76999999999998
0.0,0.03,0.0,0.0,0.0,0.0,75.48999999999998
0.0,0.04,0.0,0.0,0.0,0.0,77.20999999999998
0.0,0.05,0.0,0.0,0.0,0.0,78.92999999999998
0.0,0.060000000000000005,0.0,0.0,0.0,0.0,80.64999999999998
0.0,0.07,0.0,0.0,0.0,0.0,82.37999999999998
0.0,0.08,0.0,0.0,0.0,0.0,84.10999999999999
0.0,0.09,0.0,0.0,0.0,0.0,85.84999999999998
0.0,0.09999999999999999,0.0,0.0,0.0,0.0,87.58999999999997
0.0,0.10999999999999999,0.0,0.0,0.0,0.0,89.32999999999997
0.0,0.11999999999999998,0.0,0.0,0.0,0.0,91.07999999999997
0.0,0.12999999999999998,0.0,0.0,0.0,0.0,92.83999999999997
0.0,0.13999999999999999,0.0,0.0,0.0,0.0,94.60999999999997
0.0,0.15,0.0,0.0,0.0,0.0,96.37999999999997
0.0,0.16,0.0,0.0,0.0,0.0,98.15999999999997
0.0,0.17,0.0,0.0,0.0,0.0,99.93999999999997
0.0,0.18000000000000002,0.0,0.0,0.0,0.0,101.72999999999998
0.0,0.19000000000000003,0.0,0.0,0.0,0.0,103.52999999999997
0.0,0.20000000000000004,0.0,0.0,0.0,0.0,105.32999999999997
0.0,0.21000000000000005,0.0,0.0,0.0,0.0,107.12999999999997
0.0,0.22000000000000006,0.0,0.0,0.0,0.0,108.92999999999996
0.0,0.23000000000000007,0.0,0.01,0.0,0.0,110.73999999999997
0.0,0.24000000000000007,0.0,0.02,0.0,0.0,112.54999999999997
0.0,0.25000000000000006,0.0,0.03,0.0,0.0,114.35999999999997
0.0,0.26000000000000006,0.0,0.04,0.0,0.0,116.16999999999997
0.0,0.2700000000000001,0.0,0.05,0.0,0.0,117.98999999999997
0.0,0.2800000000000001,0.0,0.060000000000000005,0.0,0.0,119.80999999999996
0.0,0.2900000000000001,0.0,0.07,0.0,0.0,121.62999999999995
0.0,0.3000000000000001,0.0,0.08,0.0,0.0,123.45999999999995
0.0,0.3100000000000001,0.0,0.09,0.0,0.0,125.28999999999995
0.0,0.3200000000000001,0.0,0.09999999999999999,0.0,0.0,127.11999999999995
0.0,0.3300000000000001,0.0,0.10999999999999999,0.0,0.0,128.94999999999996
0.0,0.34000000000000014,0.0,0.11999999999999998,0.0,0.0,130.77999999999997
0.0,0.35000000000000014,0.0,0.12999999999999998,0.0,0.0,132.60999999999999
0.0,0.36000000000000015,0.0,0.13999999999999999,0.0,0.0,134.44
0.0,0.37000000000000016,0.0,0.15,0.0,0.0,136.28
0.0,0.38000000000000017,0.0,0.16,0.0,0.0,138.12
0.0,0.3900000000000002,0.0,0.17,0.0,0.0,139.96
0.0,0.4000000000000002,0.0,0.18000000000000002,0.0,0.0,141.8
0.0,0.4100000000000002,0.0,0.19000000000000003,0.0,0.0,143.64000000000001
0.0,0.4200000000000002,0.0,0.20000000000000004,0.0,0.0,145.48000000000002
0.0,0.4300000000000002,0.0,0.21000000000000005,0.0,0.0,147.32000000000002
0.0,0.4400000000000002,0.0,0.22000000000000006,0.0,0.0,149.16000000000003
0.0,0.45000000000000023,0.0,0.23000000000000007,0.0,0.0,151.00000000000003
0.0,0.46000000000000024,0.0,0.24000000000000007,0.0,0.0,152.84000000000003
0.0,0.47000000000000025,0.0,0.25000000000000006,0.0,0.0,154.68000000000004
0.0,0.48000000000000026,0.0,0.26000000000000006,0.0,0.0,156.52000000000004
0.0,0.49000000000000027,0.0,0.2700000000000001,0.0,0.0,158.36000000000004
0.0,0.5000000000000002,0.0,0.2800000000000001,0.0,0.0,160.20000000000005
0.0,0.5100000000000002,0.0,0.2900000000000001,0.0,0.0,162.04000000000005
0.0,0.5200000000000002,0.0,0.3000000000000001,0.0,0.0,163.88000000000005
0.0,0.5300000000000002,0.0,0.3100000000000001,0.0,0.0,165.72000000000006
0.0,0.5400000000000003,0.0,0.3200000000000001,0.0,0.0,167.56000000000006
0.0,0.5500000000000003,0.0,0.3300000000000001,0.0,0.0,169.40000000000006
0.0,0.5600000000000003,0.0,0.34000000000000014,0.0,0.0,171.24000000000007
0.0,0.5700000000000003,0.0,0.35000000000000014,0.0,0.0,173.08000000000007
0.0,0.5800000000000003,0.0,0.36000000000000015,0.0,0.0,174.92000000000007
0.0,0.5900000000000003,0.0,0.37000000000000016,0.0,0.0,176.76000000000008
0.0,0.6000000000000003,0.0,0.38000000000000017,0.0,0.0,178.61000000000007
0.0,0.6100000000000003,0.0,0.3900000000000002,0.0,0.0,180.46000000000006
0.0,0.6200000000000003,0.0,0.4000000000000002,0.0,0.0,182.31000000000006
0.0,0.6300000000000003,0.0,0.4100000000000002,0.0,0.0,184.16000000000005
0.0,0.6400000000000003,0.0,0.4200000000000002,0.0,0.0,186.01000000000005
0.0,0.6500000000000004,0.0,0.4300000000000002,0.0,0.0,187.86000000000004
0.0,0.6600000000000004,0.0,0.4400000000000002,0.0,0.0,189.71000000000004
0.0,0.6700000000000004,0.0,0.45000000000000023,0.0,0.0,191.56000000000003
0.0,0.6800000000000004,0.0,0.46000000000000024,0.0,0.0,193.41000000000003
0.0,0.6900000000000004,0.0,0.47000000000000025,0.0,0.0,195.26000000000002
0.0,0.7000000000000004,0.0,0.48000000000000026,0.0,0.0,197.11
0.0,0.7100000000000004,0.0,0.49000000000000027,0.0,0.0,198.96
0.0,0.7200000000000004,0.0,0.5000000000000002,0.0,0.0,200.81
0.0,0.7300000000000004,0.0,0.5100000000000002,0.0,0.0,202.66
0.0,0.7400000000000004,0.0,0.5200000000000002,0.0,0.0,204.51
0.0,0.7500000000000004,0.0,0.5300000000000002,0.0,0.0,206.35999999999999
0.0,0.7600000000000005,0.0,0.5400000000000003,0.0,0.0,208.20999999999998
0.0,0.7700000000000005,0.0,0.5500000000000003,0.0,0.0,210.05999999999997
0.0,0.7800000000000005,0.0,0.5600000000000003,0.0,0.0,211.90999999999997
0.0,0.7900000000000005,0.0,0.5700000000000003,0.0,0.0,213.75999999999996
0.0,0.8000000000000005,0.0,0.5800000000000003,0.0,0.0,215.60999999999996
0.0,0.8100000000000005,0.0,0.5900000000000003,0.0,0.0,217.45999999999995
0.0,0.8200000000000005,0.0,0.6000000000000003,0.0,0.0,219.30999999999995
0.0,0.8300000000000005,0.0,0.6100000000000003,0.0,0.0,221.16999999999996
0.0,0.8400000000000005,0.0,0.6200000000000003,0.0,0.0,223.02999999999997
0.0,0.8500000000000005,0.0,0.6300000000000003,0.0,0.0,224.89
0.0,0.8600000000000005,0.0,0.6400000000000003,0.0,0.0,226.75
0.0,0.8700000000000006,0.0,0.6500000000000004,0.0,0.0,228.61
0.0,0.8800000000000006,0.0,0.6600000000000004,0.0,0.0,230.47000000000003
0.0,0.8900000000000006,0.0,0.6700000000000004,0.0,0.0,232.33000000000004
0.0,0.9000000000000006,0.0,0.6800000000000004,0.0,0.0,234.19000000000005
0.0,0.9100000000000006,0.0,0.6900000000000004,0.0,0.0,236.05000000000007
0.0,0.9200000000000006,0.0,0.7000000000000004,0.0,0.0,237.91000000000008
0.0,0.9300000000000006,0.0,0.7100000000000004,0.0,0.0,239.7700000000001
0.0,0.9400000000000006,0.0,0.7200000000000004,0.0,0.0,241.6300000000001
0.0,0.9500000000000006,0.0,0.7300000000000004,0.0,0.0,243.49000000000012
0.0,0.9600000000000006,0.0,0.7400000000000004,0.0,0.0,245.35000000000014
0.0,0.9700000000000006,0.0,0.7500000000000004,0.0,0.0,247.21000000000015
0.0,0.9800000000000006,0.0,0.7600000000000005,0.0,0.0,249.07000000000016
0.0,0.9900000000000007,0.0,0.7700000000000005,0.0,0.0,250.93000000000018
0.0,1.0000000000000007,0.0,0.7800000000000005,0.0,0.0,252.7900000000002
0.0,1.0100000000000007,0.0,0.7900000000000005,0.0,0.0,254.6500000000002
0.0,1.0200000000000007,0.0,0.8000000000000005,0.0,0.0,256.5100000000002
0.0,1.0300000000000007,0.0,0.8100000000000005,0.0,0.0,258.37000000000023
0.0,1.0400000000000007,0.0,0.8200000000000005,0.0,0.0,260.23000000000025
0.0,1.0500000000000007,0.0,0.8300000000000005,0.0,0.0,262.09000000000026
0.0,1.0600000000000007,0.0,0.8400000000000005,0.0,0.0,263.9500000000003
0.0,1.0700000000000007,0.0,0.8500000000000005,0.0,0.0,265.8100000000003
0.0,1.0800000000000007,0.0,0.8600000000000005,0.0,0.0,267.6700000000003
0.0,1.0900000000000007,0.0,0.8700000000000006,0.0,0.0,269.5300000000003
0.0,1.1000000000000008,0.0,0.8800000000000006,0.0,0.0,271.3900000000003
0.0,1.1100000000000008,0.0,0.8900000000000006,0.0,0.0,273.25000000000034
0.0,1.1200000000000008,0.0,0.9000000000000006,0.0,0.0,275.11000000000035
0.0,1.1300000000000008,0.0,0.9100000000000006,0.0,0.0,276.98000000000036
0.0,1.1400000000000008,0.0,0.9200000000000006,0.0,0.0,278.85000000000036
0.0,1.1500000000000008,0.0,0.9300000000000006,0.0,0.0,280.72000000000037
0.0,1.1600000000000008,0.0,0.9400000000000006,0.0,0.0,282.5900000000004
0.0,1.1700000000000008,0.0,0.9500000000000006,0.0,0.0,284.4600000000004
0.0,1.1800000000000008,0.0,0.9600000000000006,0.0,0.0,286.3300000000004
0.0,1.1900000000000008,0.0,0.9700000000000006,0.0,0.0,288.2000000000004
0.0,1.2000000000000008,0.0,0.9800000000000006,0.0,0.0,290.0700000000004
0.0,1.2100000000000009,0.0,0.9900000000000007,0.0,0.0,291.9400000000004
0.0,1.2200000000000009,0.0,1.0000000000000007,0.0,0.0,293.8100000000004
0.0,1.2300000000000009,0.0,1.0100000000000007,0.0,0.0,295.6800000000004
0.0,1.2400000000000009,0.0,1.0200000000000007,0.0,0.0,297.5500000000004
0.0,1.2500000000000009,0.0,1.0300000000000007,0.0,0.0,299.4200000000004
0.0,1.260000000000001,0.0,1.0400000000000007,0.0,0.0,301.2900000000004
0.0,1.270000000000001,0.0,1.0500000000000007,0.0,0.0,303.1600000000004
0.0,1.280000000000001,0.0,1.0600000000000007,0.0,0.0,305.0300000000004
0.0,1.290000000000001,0.0,1.0700000000000007,0.0,0.0,306.90000000000043
0.0,1.300000000000001,0.0,1.0800000000000007,0.0,0.0,308.77000000000044
0.0,1.310000000000001,0.0,1.0900000000000007,0.0,0.0,310.64000000000044
0.0,1.320000000000001,0.0,1.1000000000000008,0.0,0.0,312.51000000000045
0.0,1.330000000000001,0.0,1.1100000000000008,0.0,0.0,314.38000000000045
0.0,1.340000000000001,0.0,1.1200000000000008,0.0,0.0,316.25000000000045
0.0,1.350000000000001,0.0,1.1300000000000008,0.0,0.0,318.12000000000046
0.0,1.360000000000001,0.0,1.1400000000000008,0.0,0.0,319.99000000000046
0.0,1.370000000000001,0.0,1.1500000000000008,0.0,0.0,321.86000000000047
0.0,1.380000000000001,0.0,1.1600000000000008,0.0,0.0,323.7300000000005
0.0,1.390000000000001,0.0,1.1700000000000008,0.0,0.0,325.6000000000005
0.0,1.400000000000001,0.0,1.1800000000000008,0.0,0.0,327.4700000000005
0.0,1.410000000000001,0.0,1.1900000000000008,0.0,0.0,329.3400000000005
0.0,1.420000000000001,0.0,1.2000000000000008,0.0,0.0,331.2100000000005
0.0,1.430000000000001,0.0,1.2100000000000009,0.0,0.0,333.0800000000005
0.0,1.440000000000001,0.0,1.2200000000000009,0.0,0.0,334.9500000000005
0.0,1.450000000000001,0.0,1.2300000000000009,0.0,0.0,336.8200000000005
0.0,1.460000000000001,0.0,1.2400000000000009,0.0,0.0,338.6900000000005
0.0,1.470000000000001,0.0,1.2500000000000009,0.0,0.0,340.5600000000005
0.0,1.480000000000001,0.0,1.260000000000001,0.0,0.0,342.4300000000005
0.0,1.490000000000001,0.0,1.270000000000001,0.0,0.0,344.3100000000005
0.0,1.500000000000001,0.0,1.280000000000001,0.0,0.0,346.1900000000005
0.0,1.5100000000000011,0.0,1.290000000000001,0.0,0.0,348.0700000000005
0.0,1.5200000000000011,0.0,1.300000000000001,0.0,0.0,349.9500000000005
0.0,1.5300000000000011,0.0,1.310000000000001,0.0,0.0,351.8300000000005
0.0,1.5400000000000011,0.0,1.320000000000001,0.0,0.0,353.7100000000005
0.0,1.5500000000000012,0.0,1.330000000000001,0.0,0.0,355.5900000000005
0.0,1.5600000000000012,0.0,1.340000000000001,0.0,0.0,357.4700000000005
0.0,1.5700000000000012,0.0,1.350000000000001,0.0,0.0,359.3500000000005
0.0,1.5800000000000012,0.0,1.360000000000001,0.0,0.0,361.2300000000005
0.0,1.5900000000000012,0.0,1.370000000000001,0.0,0.0,363.11000000000047
0.0,1.6000000000000012,0.0,1.380000000000001,0.0,0.0,364.99000000000046
0.0,1.6100000000000012,0.0,1.390000000000001,0.0,0.0,366.87000000000046
0.0,1.6200000000000012,0.0,1.400000000000001,0.0,0.0,368.75000000000045
0.0,1.6300000000000012,0.0,1.410000000000001,0.0,0.0,370.63000000000045
0.0,1.6400000000000012,0.0,1.420000000000001,0.0,0.0,372.51000000000045
0.0,1.6500000000000012,0.0,1.430000000000001,0.0,0.0,374.39000000000044
0.0,1.6600000000000013,0.0,1.440000000000001,0.0,0.0,376.27000000000044
0.0,1.6700000000000013,0.0,1.450000000000001,0.0,0.0,378.15000000000043
0.0,1.6800000000000013,0.0,1.460000000000001,0.0,0.0,380.0300000000004
0.0,1.6900000000000013,0.0,1.470000000000001,0.0,0.0,381.9100000000004
0.0,1.7000000000000013,0.0,1.480000000000001,0.0,0.0,383.7900000000004
0.0,1.7100000000000013,0.0,1.490000000000001,0.0,0.0,385.6700000000004
0.0,1.7200000000000013,0.0,1.500000000000001,0.0,0.0,387.5500000000004
0.0,1.7300000000000013,0.0,1.5100000000000011,0.0,0.0,389.4300000000004
0.0,1.7400000000000013,0.0,1.5200000000000011,0.0,0.0,391.3100000000004
0.0,1.7500000000000013,0.0,1.5300000000000011,0.0,0.0,393.1900000000004
0.0,1.7600000000000013,0.0,1.5400000000000011,0.0,0.0,395.0700000000004
0.0,1.7700000000000014,0.0,1.5500000000000012,0.0,0.0,396.9500000000004
0.0,1.7800000000000014,0.0,1.5600000000000012,0.0,0.0,398.8300000000004
0.0,1.7900000000000014,0.0,1.5700000000000012,0.0,0.0,400.7100000000004
0.0,1.8000000000000014,0.0,1.5800000000000012,0.0,0.0,402.5900000000004
0.0,1.8100000000000014,0.0,1.5900000000000012,0.0,0.0,404.47000000000037
0.0,1.8200000000000014,0.0,1.6000000000000012,0.0,0.0,406.35000000000036
0.0,1.8300000000000014,0.0,1.6100000000000012,0.0,0.0,408.23000000000036
0.0,1.8400000000000014,0.0,1.6200000000000012,0.0,0.0,410.11000000000035
0.0,1.8500000000000014,0.0,1.6300000000000012,0.0,0.0,411.99000000000035
0.0,1.8600000000000014,0.0,1.6400000000000012,0.0,0.0,413.87000000000035
0.0,1.8700000000000014,0.0,1.6500000000000012,0.0,0.0,415.75000000000034
0.0,1.8800000000000014,0.0,1.6600000000000013,0.0,0.0,417.63000000000034
0.0,1.8900000000000015,0.0,1.6700000000000013,0.0,0.0,419.51000000000033
0.0,1.9000000000000015,0.0,1.6800000000000013,0.0,0.0,421.3900000000003
0.0,1.9100000000000015,0.0,1.6900000000000013,0.0,0.0,423.2800000000003
0.0,1.9200000000000015,0.0,1.7000000000000013,0.0,0.0,425.1700000000003
0.0,1.9300000000000015,0.0,1.7100000000000013,0.0,0.0,427.0600000000003
0.0,1.9400000000000015,0.0,1.7200000000000013,0.0,0.0,428.9500000000003
0.0,1.9500000000000015,0.0,1.7300000000000013,0.0,0.0,430.84000000000026
0.0,1.9600000000000015,0.0,1.7400000000000013,0.0,0.0,432.73000000000025
0.0,1.9700000000000015,0.0,1.7500000000000013,0.0,0.0,434.62000000000023
0.0,1.9800000000000015,0.0,1.7600000000000013,0.0,0.0,436.5100000000002
0.0,1.9900000000000015,0.0,1.7700000000000014,0.0,0.0,438.4000000000002
0.0,2.0000000000000013,0.0,1.7800000000000014,0.0,0.0,440.2900000000002
0.0,2.010000000000001,0.0,1.7900000000000014,0.0,0.0,442.1800000000002
0.0,2.020000000000001,0.0,1.8000000000000014,0.0,0.0,444.07000000000016
0.0,2.0300000000000007,0.0,1.8100000000000014,0.0,0.0,445.96000000000015
0.0,2.0400000000000005,0.0,1.8200000000000014,0.0,0.0,447.85000000000014
0.0,2.0500000000000003,0.0,1.8300000000000014,0.0,0.0,449.7400000000001
0.0,2.06,0.0,1.8400000000000014,0.0,0.0,451.6300000000001
0.0,2.07,0.0,1.8500000000000014,0.0,0.0,453.5200000000001
0.0,2.0799999999999996,0.0,1.8600000000000014,0.0,0.0,455.4100000000001
0.0,2.0899999999999994,0.0,1.8700000000000014,0.0,0.0,457.30000000000007
0.0,2.099999999999999,0.0,1.8800000000000014,0.0,0.0,459.19000000000005
0.0,2.109999999999999,0.0,1.8900000000000015,0.0,0.0,461.08000000000004
0.0,2.1199999999999988,0.0,1.9000000000000015,0.0,0.0,462.97
0.0,2.1299999999999986,0.0,1.9100000000000015,0.0,0.0,464.86
0.0,2.1399999999999983,0.0,1.9200000000000015,0.0,0.0,466.75
0.0,2.149999999999998,0.0,1.9300000000000015,0.0,0.0,468.64
0.0,2.159999999999998,0.0,1.9400000000000015,0.0,0.0,470.53
0.0,2.1699999999999977,0.0,1.9500000000000015,0.0,0.0,472.41999999999996
0.0,2.1799999999999975,0.0,1.9600000000000015,0.0,0.0,474.30999999999995
0.0,2.1899999999999973,0.0,1.9700000000000015,0.0,0.0,476.19999999999993
0.0,2.199999999999997,0.0,1.9800000000000015,0.0,0.0,478.0899999999999
0.0,2.209999999999997,0.0,1.9900000000000015,0.0,0.0,479.9799999999999
0.0,2.2199999999999966,0.0,2.0000000000000013,0.0,0.0,481.8699999999999
0.0,2.2299999999999964,0.0,2.010000000000001,0.0,0.0,483.7599999999999
0.0,2.239999999999996,0.0,2.020000000000001,0.0,0.0,485.64999999999986
0.0,2.249999999999996,0.0,2.0300000000000007,0.0,0.0,487.53999999999985
0.0,2.259999999999996,0.0,2.0400000000000005,0.0,0.0,489.42999999999984
0.0,2.2699999999999956,0.0,2.0500000000000003,0.0,0.0,491.3199999999998
0.0,2.2799999999999954,0.0,2.06,0.0,0.0,493.2099999999998
0.0,2.289999999999995,0.0,2.07,0.0,0.0,495.0999999999998
0.0,2.299999999999995,0.0,2.0799999999999996,0.0,0.0,496.9899999999998
0.0,2.3099999999999947,0.0,2.0899999999999994,0.0,0.0,498.87999999999977
0.0,2.3199999999999945,0.0,2.099999999999999,0.0,0.0,500.76999999999975
0.0,2.3299999999999943,0.0,2.109999999999999,0.0,0.0,502.65999999999974
0.0,2.339999999999994,0.0,2.1199999999999988,0.0,0.0,504.5499999999997
0.0,2.349999999999994,0.0,2.1299999999999986,0.0,0.0,506.4499999999997
0.0,2.3599999999999937,0.0,2.1399999999999983,0.0,0.0,508.3499999999997
0.0,2.3699999999999934,0.0,2.149999999999998,0.0,0.0,510.24999999999966
0.0,2.3799999999999932,0.0,2.159999999999998,0.0,0.0,512.1499999999996
0.0,2.389999999999993,0.0,2.1699999999999977,0.0,0.0,514.0499999999996
0.0,2.399999999999993,0.0,2.1799999999999975,0.0,0.0,515.9499999999996
0.0,2.4099999999999926,0.0,2.1899999999999973,0.0,0.0,517.8499999999996
0.0,2.4199999999999924,0.0,2.199999999999997,0.0,0.0,519.7499999999995
0.0,2.429999999999992,0.0,2.209999999999997,0.0,0.0,521.6499999999995
0.0,2.439999999999992,0.0,2.2199999999999966,0.0,0.0,523.5499999999995
0.0,2.4499999999999917,0.0,2.2299999999999964,0.0,0.0,525.4499999999995
0.0,2.4599999999999915,0.0,2.239999999999996,0.0,0.0,527.3499999999995
0.0,2.4699999999999913,0.0,2.249999999999996,0.0,0.0,529.2499999999994
0.0,2.479999999999991,0.0,2.259999999999996,0.0,0.0,531.1499999999994
0.0,2.489999999999991,0.0,2.2699999999999956,0.0,0.0,533.0499999999994
0.0,2.4999999999999907,0.0,2.2799999999999954,0.0,0.0,534.9499999999994
0.0,2.5099999999999905,0.0,2.289999999999995,0.0,0.0,536.8499999999993
0.0,2.5199999999999902,0.0,2.299999999999995,0.0,0.0,538.7499999999993
0.0,2.52999999999999,0.0,2.3099999999999947,0.0,0.0,540.6499999999993
0.0,2.53999999999999,0.0,2.3199999999999945,0.0,0.0,542.5499999999993
0.0,2.5499999999999896,0.0,2.3299999999999943,0.0,0.0,544.4499999999992
0.0,2.5599999999999894,0.0,2.339999999999994,0.0,0.0,546.3499999999992
0.0,2.569999999999989,0.0,2.349999999999994,0.0,0.0,548.2499999999992
0.0,2.579999999999989,0.0,2.3599999999999937,0.0,0.0,550.1499999999992
0.0,2.5899999999999888,0.0,2.3699999999999934,0.0,0.0,552.0499999999992
0.0,2.5999999999999885,0.0,2.3799999999999932,0.0,0.0,553.9499999999991
0.0,2.6099999999999883,0.0,2.389999999999993,0.0,0.0,555.8499999999991
0.0,2.619999999999988,0.0,2.399999999999993,0.0,0.0,557.7499999999991
0.0,2.629999999999988,0.0,2.4099999999999926,0.0,0.0,559.6499999999991
0.0,2.6399999999999877,0.0,2.4199999999999924,0.0,0.0,561.549999999999
0.0,2.6499999999999875,0.0,2.429999999999992,0.0,0.0,563.449999999999
0.0,2.6599999999999873,0.0,2.439999999999992,0.0,0.0,565.349999999999
0.0,2.669999999999987,0.0,2.4499999999999917,0.0,0.0,567.249999999999
0.0,2.679999999999987,0.0,2.4599999999999915,0.0,0.0,569.149999999999
0.0,2.6899999999999866,0.0,2.4699999999999913,0.0,0.0,571.0499999999989
0.0,2.6999999999999864,0.0,2.479999999999991,0.0,0.0,572.9499999999989
0.0,2.709999999999986,0.0,2.489999999999991,0.0,0.0,574.8499999999989
0.0,2.719999999999986,0.0,2.4999999999999907,0.0,0.0,576.7499999999989
0.0,2.7299999999999858,0.0,2.5099999999999905,0.0,0.0,578.6499999999988
0.0,2.7399999999999856,0.0,2.5199999999999902,0.0,0.0,580.5499999999988
0.0,2.7499999999999853,0.0,2.52999999999999,0.0,0.0,582.4499999999988
0.0,2.759999999999985,0.0,2.53999999999999,0.0,0.0,584.3599999999988
0.0,2.769999999999985,0.0,2.5499999999999896,0.0,0.0,586.2699999999987
0.0,2.7799999999999847,0.0,2.5599999999999894,0.0,0.0,588.1799999999987
0.0,2.7899999999999845,0.0,2.569999999999989,0.0,0.0,590.0899999999987
0.0,2.7999999999999843,0.0,2.579999999999989,0.0,0.0,591.9999999999986
0.0,2.809999999999984,0.0,2.5899999999999888,0.0,0.0,593.9099999999986
0.0,2.819999999999984,0.0,2.5999999999999885,0.0,0.0,595.8199999999986
0.0,2.8299999999999836,0.0,2.6099999999999883,0.0,0.0,597.7299999999985
0.0,2.8399999999999834,0.0,2.619999999999988,0.0,0.0,599.6399999999985
0.0,2.849999999999983,0.0,2.629999999999988,0.0,0.0,601.5499999999985
0.0,2.859999999999983,0.0,2.6399999999999877,0.0,0.0,603.4599999999984
0.0,2.869999999999983,0.0,2.6499999999999875,0.0,0.0,605.3699999999984
0.0,2.8799999999999826,0.0,2.6599999999999873,0.0,0.0,607.2799999999984
0.0,2.8899999999999824,0.0,2.669999999999987,0.0,0.0,609.1899999999983
0.0,2.899999999999982,0.0,2.679999999999987,0.0,0.0,611.0999999999983
0.0,2.909999999999982,0.0,2.6899999999999866,0.0,0.0,613.0099999999983
0.0,2.9199999999999817,0.0,2.6999999999999864,0.0,0.0,614.9199999999983
0.0,2.9299999999999815,0.0,2.709999999999986,0.0,0.0,616.8299999999982
0.0,2.9399999999999813,0.0,2.719999999999986,0.0,0.0,618.7399999999982
0.0,2.949999999999981,0.0,2.7299999999999858,0.0,0.0,620.6499999999982
0.0,2.959999999999981,0.0,2.7399999999999856,0.0,0.0,622.5599999999981
0.0,2.9699999999999807,0.0,2.7499999999999853,0.0,0.0,624.4699999999981
0.0,2.9799999999999804,0.0,2.759999999999985,0.0,0.0,626.3799999999981
0.0,2.9899999999999802,0.0,2.769999999999985,0.0,0.0,628.289999999998
0.0,2.99999999999998,0.0,2.7799999999999847,0.0,0.0,630.199999999998
0.0,3.00999999999998,0.0,2.7899999999999845,0.0,0.0,632.109999999998
0.0,3.0199999999999796,0.0,2.7999999999999843,0.0,0.0,634.0199999999979
0.0,3.0299999999999794,0.0,2.809999999999984,0.0,0.0,635.9299999999979
0.0,3.039999999999979,0.0,2.819999999999984,0.0,0.0,637.8399999999979
0.0,3.049999999999979,0.0,2.8299999999999836,0.0,0.0,639.7499999999978
0.0,3.0599999999999787,0.0,2.8399999999999834,0.0,0.0,641.6599999999978
0.0,3.0699999999999785,0.0,2.849999999999983,0.0,0.0,643.5699999999978
0.0,3.0799999999999783,0.0,2.859999999999983,0.0,0.0,645.4799999999977
0.0,3.089999999999978,0.0,2.869999999999983,0.0,0.0,647.3899999999977
0.0,3.099999999999978,0.0,2.8799999999999826,0.0,0.0,649.2999999999977
