virtual-best-runtime,Tool,cvc5-runtime,z3-runtime,z3strRE-runtime,z3str4-runtime,ostrich-runtime
0.0,0.01,0.0,0.0,0.0,0.0,1.74
0.0,0.01,0.0,0.0,0.0,0.0,1.74
0.0,0.01,0.0,0.0,0.0,0.0,1.75
0.0,0.01,0.0,0.0,0.0,0.0,1.76
0.0,0.01,0.0,0.0,0.0,0.0,1.77
0.0,0.01,0.0,0.0,0.0,0.0,1.77
0.0,0.01,0.0,0.0,0.0,0.0,1.78
0.0,0.01,0.0,0.0,0.0,0.0,1.78
0.0,0.01,0.0,0.0,0.0,0.0,1.79
0.0,0.01,0.0,0.0,0.0,0.0,1.8
0.0,0.01,0.0,0.0,0.0,0.0,1.8
0.0,0.01,0.0,0.0,0.0,0.0,1.8
0.0,0.01,0.0,0.0,0.0,0.0,1.8
0.0,0.01,0.0,0.01,0.0,0.0,1.81
0.0,0.01,0.0,0.01,0.0,0.0,1.81
0.0,0.01,0.0,0.01,0.0,0.0,1.81
0.0,0.01,0.0,0.01,0.0,0.0,1.81
0.0,0.01,0.0,0.01,0.0,0.0,1.82
0.0,0.01,0.0,0.01,0.0,0.0,1.82
0.0,0.01,0.0,0.01,0.0,0.0,1.82
0.0,0.01,0.0,0.01,0.0,0.0,1.83
0.0,0.01,0.0,0.01,0.0,0.0,1.83
0.0,0.01,0.0,0.01,0.0,0.0,1.83
0.0,0.01,0.0,0.01,0.0,0.0,1.83
0.0,0.01,0.0,0.01,0.0,0.0,1.83
0.0,0.01,0.0,0.01,0.0,0.0,1.83
0.0,0.01,0.0,0.01,0.0,0.0,1.83
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.84
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.85
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.86
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.87
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.88
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.89
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.9
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.91
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.92
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
0.0,0.01,0.0,0.01,0.0,0.0,1.93
